ID_Encuestado,Marca_Actual,Ocupacion,Edad,Ingreso_Mensual,Gasto_Tecnologia,Horas_Pantalla,Calidad_Percibida_1,Calidad_Percibida_2,Satisfaccion_1,Satisfaccion_2,Lealtad_1,Lealtad_2,Score_Perfil_A,Score_Perfil_B,Score_Perfil_C
78,Samsung,Creativo,41,3922.5082149938944,575.3029503831241,5.721144878491692,5,6,7.0,7.0,7.0,6.0,8,5,7
79,Apple,Creativo,36,2882.8294717842664,516.7076920122408,6.086258722645709,5,6,5.0,6.0,5.0,5.0,5,6,7
80,Samsung,Ingeniero,42,2908.458293223718,453.35376316510457,6.220153293986286,4,4,3.0,3.0,4.0,4.0,4,6,7
81,Motorola,Estudiante,38,3124.804515035915,416.49196626255144,5.6556364184909045,7,7,6.0,7.0,6.0,6.0,10,10,6
82,Samsung,Ingeniero,29,2549.242659669266,295.54557852318857,8.031340923183002,1,2,3.0,4.0,4.0,3.0,1,5,8
83,Apple,Estudiante,58,3114.503322162664,463.26356870723635,4.271324316124488,7,7,7.0,7.0,6.0,5.0,10,8,4
84,Samsung,Ejecutivo,50,3492.1739691889156,519.3699389016756,2.4505769444153023,7,7,7.0,7.0,7.0,7.0,9,5,7
85,Apple,Estudiante,21,1999.6308772969974,315.632927759969,8.342720275192644,2,3,3.0,3.0,4.0,4.0,2,7,5
86,Apple,Estudiante,59,3678.064067110342,612.2441387543464,5.0963509875907835,1,1,4.0,5.0,4.0,4.0,9,9,4
87,Xiaomi,Ejecutivo,24,2717.791643811486,461.6244117714193,6.447938339735061,5,6,6.0,7.0,4.0,4.0,2,2,5
88,Xiaomi,Estudiante,39,2557.160201694002,354.62897863727864,6.5087269349745736,6,6,7.0,7.0,6.0,6.0,3,7,4
89,Samsung,Ingeniero,50,3727.809309762269,494.48042637411925,6.82995966975421,7,7,7.0,7.0,7.0,7.0,9,5,4
90,Apple,Estudiante,34,2626.0715000781347,332.2046682612667,6.712066375178239,1,1,1.0,1.0,3.0,3.0,5,8,5
91,Samsung,Ejecutivo,41,3103.847502823391,428.7370401574397,7.041628864329489,7,7,6.0,6.0,5.0,5.0,7,6,5
92,Xiaomi,Ingeniero,51,3755.8931455229335,545.0473944264891,4.4578450297634795,2,1,2.0,2.0,3.0,3.0,10,3,4
93,Xiaomi,Ejecutivo,45,2596.2128080544994,404.68502815643325,5.482035711542844,3,2,5.0,5.0,6.0,6.0,2,3,7
94,Xiaomi,Ejecutivo,60,4095.8304458673915,574.3261870353097,3.7953787120736546,1,2,2.0,2.0,4.0,5.0,8,4,5
95,Apple,Creativo,58,5044.473744856603,770.6906602841561,3.8128795736524426,4,3,7.0,7.0,5.0,4.0,7,2,6
96,Apple,Creativo,56,3021.618327060638,471.34475635204825,4.252277954916924,3,2,4.0,4.0,3.0,3.0,9,5,6
97,Apple,Ejecutivo,39,2921.1960181422473,445.3465968511316,4.469318219075682,7,7,5.0,5.0,3.0,3.0,5,4,4
98,Apple,Ejecutivo,34,3261.61966241191,432.8117995111517,6.2691198656167035,4,3,4.0,5.0,4.0,4.0,7,3,8
99,Samsung,Ejecutivo,51,3700.8096239767983,578.5127798583176,6.237806455426784,4,5,5.0,5.0,6.0,7.0,10,3,4
100,Apple,Creativo,23,2493.9834760580165,478.1610028470386,6.736309943148166,4,5,5.0,6.0,5.0,4.0,5,3,4
101,Apple,Creativo,63,2962.166994453692,456.61989051369903,2.633866728526689,1,2,2.0,1.0,1.0,2.0,5,5,7
102,Xiaomi,Estudiante,23,2449.1246873149753,219.7149480646828,7.7612123713947545,5,4,6.0,6.0,6.0,6.0,2,8,7
103,Apple,Estudiante,51,3169.155896883201,537.4173631348253,5.011183143357244,7,7,7.0,7.0,7.0,7.0,10,10,8
104,Apple,Ejecutivo,18,2054.938642291573,273.1034075087666,8.577464719053985,3,4,3.0,2.0,3.0,4.0,2,6,8
105,Samsung,Ingeniero,27,2335.2826345452545,463.57802970657275,7.186261426815361,2,1,5.0,6.0,5.0,4.0,1,2,8
106,Samsung,Ingeniero,38,4039.1665145808165,611.6931497554204,6.271864164458333,5,6,5.0,4.0,5.0,5.0,7,3,8
107,Apple,Creativo,22,2373.3476618829377,271.76711458314935,7.449115226371001,7,7,6.0,6.0,6.0,5.0,1,3,8
108,Apple,Creativo,19,1893.688085368607,180.8183383073534,6.824203844700035,1,1,1.0,2.0,1.0,1.0,2,6,4
109,Apple,Creativo,39,2195.153620373223,406.2600811897774,6.0286081316893485,4,5,6.0,6.0,5.0,4.0,1,3,4
110,Samsung,Ejecutivo,19,2010.5734509249482,356.8812669346059,8.824596996442464,2,2,3.0,3.0,6.0,6.0,1,3,6
111,Samsung,Ingeniero,27,2761.6144391734115,525.5431101643462,7.8150546263523335,7,6,6.0,5.0,6.0,6.0,2,5,6
112,Samsung,Estudiante,51,3509.7240540903886,527.004832392236,3.155757873060712,3,4,3.0,3.0,3.0,4.0,10,10,5
113,Motorola,Ejecutivo,33,2397.1718200312794,356.74927883570786,6.951925363309082,7,6,7.0,7.0,7.0,7.0,3,2,4
114,Xiaomi,Estudiante,56,3513.7066680768407,507.92006060359824,3.50723047414283,5,4,7.0,7.0,6.0,6.0,7,8,8
115,Xiaomi,Estudiante,39,3217.5707177276604,449.72109559618804,7.492164005221381,6,5,4.0,4.0,4.0,4.0,9,8,5
116,Motorola,Ejecutivo,29,2829.6939696545787,404.832617725296,7.4262697829283795,5,6,5.0,4.0,3.0,3.0,2,3,7
117,Xiaomi,Estudiante,41,3730.6050576605594,570.4639252652854,6.796283960130606,7,7,7.0,7.0,7.0,7.0,9,9,4
118,Samsung,Ingeniero,64,3702.500053394821,513.1799686636181,3.6211681444148596,2,3,5.0,5.0,6.0,6.0,10,2,6
119,Motorola,Estudiante,57,4112.988779208808,533.4838495376221,4.233945001102523,7,6,6.0,7.0,5.0,5.0,7,9,4
120,Apple,Ingeniero,55,3689.1480227910665,561.3660351193688,5.995844917653247,7,7,7.0,7.0,5.0,4.0,9,3,4
121,Xiaomi,Ingeniero,27,2303.8828976833597,302.2726547178323,8.272774396625016,1,1,3.0,3.0,5.0,5.0,4,4,4
122,Samsung,Ingeniero,52,3800.912927017001,408.1650528055467,4.917858652247547,3,3,4.0,4.0,3.0,4.0,9,5,4
123,Apple,Creativo,49,3653.828126812474,575.7025885547216,4.900333573862602,2,3,5.0,5.0,4.0,3.0,8,5,7
124,Samsung,Estudiante,24,2464.3840528957867,314.2546560285166,5.89282527446913,7,7,7.0,6.0,7.0,7.0,5,9,6
125,Samsung,Ejecutivo,38,2371.264403902095,388.779133319851,6.524567534874139,4,5,6.0,6.0,5.0,5.0,4,3,4
126,Apple,Ejecutivo,37,2475.0942964167707,403.1565497883147,6.173896030680285,3,2,4.0,5.0,6.0,6.0,4,4,7
127,Xiaomi,Estudiante,43,3892.934137758842,598.119621239968,6.253956047082276,5,5,3.0,4.0,4.0,4.0,9,8,5
128,Apple,Creativo,21,1939.71376625958,415.79795695676177,8.757818841534787,2,1,2.0,1.0,4.0,5.0,3,5,4
129,Apple,Creativo,63,4303.007199008948,638.5484873527233,4.932921095047246,5,5,5.0,4.0,5.0,5.0,8,4,7
130,Samsung,Ingeniero,39,3477.333156021593,507.3179950283095,6.4369929108944035,7,7,7.0,7.0,7.0,7.0,9,6,8
131,Apple,Estudiante,32,2831.721536180409,458.94185149790724,5.753639534871795,5,5,7.0,7.0,6.0,7.0,2,9,5
132,Samsung,Estudiante,57,4123.261315486019,615.7168292172132,2.1506864490818667,5,5,6.0,6.0,5.0,4.0,9,9,6
133,Samsung,Ejecutivo,38,3347.288839621878,560.1180028129821,5.375300139643207,1,2,3.0,3.0,1.0,2.0,8,3,4
134,Apple,Estudiante,32,1541.6681195515,167.80992255394887,8.133488499505068,5,6,7.0,7.0,7.0,7.0,5,9,4
135,Motorola,Creativo,39,2705.0249224197323,343.14501598974283,7.9234914692994405,4,5,3.0,3.0,4.0,3.0,4,5,7
136,Apple,Estudiante,45,3484.302898249796,560.9359093037802,5.262099248230824,4,4,4.0,4.0,3.0,3.0,10,8,6
137,Apple,Ejecutivo,31,3243.8221535288285,428.33277606239403,5.439040745717649,3,2,3.0,4.0,2.0,1.0,7,2,8
138,Samsung,Ingeniero,44,3233.0477798278866,515.4120972963187,4.95158642499716,7,7,7.0,7.0,7.0,7.0,7,6,5
139,Apple,Ejecutivo,58,3477.641769121952,540.1464076788111,5.33780582269787,6,6,7.0,7.0,7.0,7.0,8,2,6
140,Motorola,Ejecutivo,57,3440.956975194749,481.4191319778291,3.708986826472893,5,4,6.0,5.0,6.0,5.0,9,2,4
141,Samsung,Ingeniero,45,3691.930601726537,572.1480982706522,6.089123947667514,5,6,6.0,6.0,5.0,6.0,9,2,7
142,Samsung,Ejecutivo,43,3041.1132088040567,394.4373590313965,5.868558301298036,2,2,3.0,3.0,2.0,2.0,10,5,8
143,Apple,Ejecutivo,19,1946.3999771048316,241.9650002525397,8.810003259037053,1,1,3.0,4.0,5.0,5.0,4,2,7
144,Apple,Estudiante,42,3407.5150968861594,499.2678776123206,7.618010998947038,6,7,5.0,6.0,5.0,4.0,10,9,5
145,Samsung,Estudiante,20,549.2381586532106,86.33211475159263,8.589781475534338,3,4,5.0,4.0,4.0,4.0,4,9,6
146,Samsung,Ingeniero,25,3250.1837557540407,472.3456365137132,7.6469162766379295,6,6,6.0,6.0,7.0,6.0,7,5,7
147,Xiaomi,Estudiante,61,3684.4630824744695,574.325260564826,5.828373565808919,5,6,4.0,4.0,5.0,5.0,7,8,7
148,Apple,Estudiante,50,3620.968184736786,562.5685484629325,5.349552101625061,2,3,3.0,4.0,3.0,4.0,9,9,4
149,Samsung,Ejecutivo,59,3097.6514932518644,541.1160644051869,3.307052502668399,7,6,5.0,4.0,4.0,5.0,7,6,7
150,Samsung,Creativo,52,3388.7294447974814,503.54514936237194,5.487465289769485,1,1,4.0,4.0,6.0,6.0,9,6,8
151,Motorola,Estudiante,23,2772.3440231825484,475.57977503658867,8.14745554213297,7,7,7.0,7.0,6.0,5.0,2,9,6
152,Apple,Creativo,56,2841.9164101670603,472.3237371697537,4.0920976577294,3,2,4.0,5.0,4.0,6.0,1,6,5
153,Samsung,Estudiante,40,3563.1000435945707,649.1638707038429,5.482413947533726,6,7,5.0,4.0,3.0,3.0,9,10,7
154,Apple,Estudiante,42,2963.1519518838077,438.10989178745746,5.501740512685092,3,3,3.0,4.0,5.0,5.0,3,7,8
155,Samsung,Ingeniero,60,4243.582220110096,615.5193969438651,3.4681106424982433,5,4,6.0,6.0,5.0,4.0,9,6,5
156,Samsung,Ingeniero,36,3128.7622067425555,532.1990421235699,6.134240181287108,3,4,4.0,3.0,3.0,4.0,7,2,8
157,Xiaomi,Ingeniero,22,2320.7107497454626,367.3782410488825,6.957203397758138,7,7,5.0,5.0,6.0,7.0,5,4,7
158,Xiaomi,Creativo,28,1967.5246741845867,359.21166196688296,7.586154688159815,2,1,2.0,1.0,1.0,1.0,2,3,7
159,Samsung,Ejecutivo,29,2267.725426732488,375.9987539093482,7.411201313958819,3,2,4.0,3.0,5.0,5.0,4,6,6
160,Xiaomi,Estudiante,27,1619.2219113745923,137.54518213621407,7.645201777229469,4,4,4.0,3.0,3.0,3.0,5,8,4
161,Apple,Estudiante,25,2495.89816579404,393.2008137206651,7.437630660563346,2,3,5.0,5.0,4.0,5.0,1,9,8
162,Xiaomi,Estudiante,41,3901.027577007963,600.7149314487689,5.722336743974937,6,6,7.0,6.0,5.0,6.0,10,7,4
163,Apple,Creativo,45,2337.7795566617688,357.3222786224635,6.942005797653515,1,1,2.0,3.0,2.0,1.0,5,2,4
164,Samsung,Ingeniero,58,3519.177046930982,521.2644043334782,4.267405886837802,1,1,4.0,5.0,4.0,3.0,9,6,5
165,Samsung,Ejecutivo,53,3559.1123620585336,454.2596779190636,5.963766846055476,5,4,6.0,7.0,5.0,5.0,7,6,5
166,Apple,Creativo,54,3786.670711856777,611.7094526404327,3.603584016833686,5,5,6.0,6.0,6.0,6.0,7,5,8
167,Apple,Ingeniero,38,3339.588150717213,519.6266440122566,6.789177834201378,4,3,5.0,5.0,4.0,4.0,10,2,4
168,Samsung,Creativo,25,2173.9000098211663,381.1828363430461,6.765296963339984,6,5,6.0,6.0,3.0,3.0,3,3,6
169,Samsung,Ejecutivo,26,2142.020636777175,244.36531930281353,6.843848071706666,7,7,6.0,6.0,7.0,7.0,3,3,4
170,Samsung,Ingeniero,64,4751.56535303487,738.091527432494,3.188094160072448,1,1,1.0,2.0,2.0,2.0,9,4,5
171,Apple,Creativo,32,2930.9977835316527,427.91670065241976,6.325401031396222,1,2,4.0,4.0,6.0,7.0,2,3,4
172,Samsung,Ejecutivo,63,4419.488987850549,670.1127486738588,3.2303953435181487,1,1,2.0,3.0,2.0,1.0,8,6,7
173,Apple,Estudiante,57,3906.257855794057,574.780696660064,5.517275089890565,7,7,7.0,7.0,7.0,6.0,10,10,7
174,Samsung,Ejecutivo,35,3241.5761054599293,513.4168121929958,6.54541117311764,1,1,2.0,2.0,3.0,4.0,10,6,6
175,Xiaomi,Estudiante,59,3621.8453043848667,535.1331396081509,4.325055389209608,3,3,4.0,3.0,4.0,4.0,10,9,8
176,Apple,Creativo,37,2453.652858906961,315.4521825832596,5.84284003644855,6,6,7.0,7.0,7.0,6.0,4,2,4
177,Xiaomi,Ingeniero,23,2523.050493434662,382.7788449545088,8.556939303718108,2,2,3.0,3.0,3.0,4.0,5,3,7
178,Samsung,Ingeniero,29,1637.4820153765459,234.91357544970683,7.455056278238919,2,3,5.0,5.0,6.0,5.0,2,2,8
179,Apple,Creativo,19,1996.0897548182436,295.24378216629236,7.791071355650262,4,5,5.0,5.0,5.0,6.0,3,6,7
180,Samsung,Ingeniero,24,2041.720823868744,146.8675497783044,6.015716107373357,3,3,5.0,4.0,5.0,5.0,4,3,8
181,Samsung,Ingeniero,33,1947.122634673522,326.2001993794636,6.91629645840187,1,1,4.0,4.0,5.0,6.0,3,3,8
182,Samsung,Estudiante,20,1534.3662101418677,214.4217506539411,8.575679522535458,1,2,3.0,3.0,4.0,4.0,3,10,7
183,Apple,Creativo,62,4045.5119538523254,539.4191143769356,2.8211521616766535,5,4,5.0,4.0,5.0,4.0,7,2,5
184,Motorola,Ejecutivo,20,2516.9816282495112,423.67542007983377,7.704605381300838,5,4,5.0,5.0,4.0,4.0,5,6,8
185,Samsung,Estudiante,44,2873.5210043710945,462.8464370433107,6.137160501460956,4,3,5.0,5.0,5.0,6.0,2,8,4
186,Apple,Creativo,60,4606.690699952496,674.6375951791316,2.429071942878233,1,2,5.0,4.0,4.0,4.0,8,3,7
187,Xiaomi,Estudiante,57,3881.5896137782584,524.6299730907377,3.65114781659011,4,5,3.0,3.0,4.0,4.0,7,10,5
188,Xiaomi,Ejecutivo,55,4405.192351084986,669.6803893967165,4.876908941626401,3,2,2.0,3.0,4.0,4.0,9,5,7
189,Apple,Ejecutivo,50,3197.754195609976,485.81843357087683,6.10501843885161,2,1,2.0,2.0,3.0,3.0,8,5,6
190,Samsung,Creativo,45,3225.5952059473157,530.0559950416864,7.685779812271168,1,1,2.0,1.0,4.0,4.0,10,4,4
191,Samsung,Ejecutivo,18,2084.241801668498,290.44949450725017,10.15865476836709,6,7,7.0,7.0,6.0,5.0,2,6,6
192,Motorola,Estudiante,25,2160.2447686292444,383.78282203763644,7.643769482316009,7,7,7.0,7.0,7.0,7.0,1,10,8
193,Motorola,Ejecutivo,54,4176.512073572618,599.4641608691043,4.115773118518048,3,2,3.0,3.0,5.0,6.0,7,4,8
194,Xiaomi,Estudiante,49,2346.218137354867,284.64113137610894,6.023122267770885,1,1,3.0,2.0,3.0,3.0,5,10,6
195,Apple,Estudiante,60,5211.20276939497,725.0662776353814,3.4564070762763426,7,7,6.0,6.0,7.0,7.0,7,8,6
196,Apple,Ejecutivo,54,4128.88730349758,616.2125185678564,3.837904715054348,6,6,5.0,5.0,4.0,5.0,8,5,8
197,Xiaomi,Creativo,21,1963.2340854824918,291.20938736943714,7.5947339476349,5,4,6.0,6.0,5.0,6.0,5,4,5
198,Samsung,Ingeniero,47,3073.839163211328,477.468931519238,4.869326699822893,4,5,6.0,7.0,6.0,7.0,9,5,4
199,Motorola,Ejecutivo,23,1716.789694275723,252.99975258543634,8.112630623065876,5,6,5.0,4.0,5.0,6.0,2,6,7
200,Xiaomi,Estudiante,63,4472.807737084869,719.7870863659467,3.097598377865638,2,2,5.0,5.0,4.0,4.0,8,9,6
201,Xiaomi,Estudiante,36,3297.490834396177,481.5689202362977,6.485122057297815,5,5,6.0,6.0,7.0,7.0,10,9,4
202,Samsung,Ejecutivo,49,3368.73693593505,405.4967271466867,6.69495345140532,1,1,4.0,5.0,5.0,4.0,10,6,7
203,Apple,Creativo,26,2853.4952064892514,421.969446550098,7.522140714074048,6,5,6.0,7.0,5.0,5.0,2,6,7
204,Motorola,Creativo,29,1996.3699766194388,199.11656210459176,8.616742288121777,5,4,7.0,7.0,7.0,6.0,2,2,6
205,Xiaomi,Estudiante,28,1858.094575006582,292.2837353008722,8.402056601065949,1,2,5.0,4.0,6.0,5.0,5,9,5
206,Samsung,Estudiante,63,5056.670602622775,811.360240342662,4.2920402367006325,2,1,3.0,3.0,3.0,3.0,8,10,5
207,Samsung,Creativo,33,2945.5543067692715,392.5219217012647,6.3458472100614784,7,7,7.0,6.0,7.0,7.0,1,5,4
